,Unnamed: 0,index,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds,beds,Predictions
0,0,4,San Francisco,2020-04-21,76.0,45.0,121.0,738.0,25.0,9.0,79.0,2525.0,2543.719674506119
1,1,53,San Francisco,2020-04-22,75.0,17.0,92.0,738.0,28.0,3.0,74.0,554.0,538.2573130935627
2,2,96,San Francisco,2020-04-23,75.0,29.0,104.0,1173.0,31.0,6.0,70.0,552.0,506.43759101949945
3,3,163,San Francisco,2020-04-24,75.0,19.0,94.0,1173.0,30.0,5.0,108.0,2487.0,2481.793269059608
4,4,192,San Francisco,2020-04-25,73.0,18.0,91.0,1412.0,29.0,3.0,132.0,579.0,511.3218481649337
5,5,256,San Francisco,2020-04-26,79.0,21.0,100.0,1412.0,31.0,3.0,126.0,725.0,753.2464689536965
6,6,302,San Francisco,2020-04-27,82.0,19.0,101.0,1412.0,29.0,3.0,149.0,2150.0,2053.263284515365
7,7,364,San Francisco,2020-04-28,81.0,23.0,104.0,1412.0,27.0,9.0,132.0,2025.0,1876.8480888236838
8,8,389,San Francisco,2020-04-29,80.0,24.0,104.0,1862.0,26.0,6.0,107.0,1628.0,1739.2605769908432
9,9,451,San Francisco,2020-04-30,85.0,11.0,96.0,1887.0,32.0,1.0,100.0,1442.0,1435.9291649537897
10,10,531,San Francisco,2020-05-02,81.0,27.0,108.0,1915.0,29.0,7.0,101.0,2106.0,2061.6433164135588
11,11,578,San Francisco,2020-05-03,83.0,18.0,101.0,1915.0,30.0,4.0,107.0,871.0,958.7815766646213
12,12,674,San Francisco,2020-05-05,79.0,24.0,103.0,2619.0,27.0,6.0,101.0,1864.0,1708.3179827082386
13,13,715,San Francisco,2020-05-06,76.0,12.0,88.0,2619.0,26.0,4.0,113.0,1854.0,1748.5278698650134
14,14,756,San Francisco,2020-05-07,72.0,21.0,93.0,2619.0,30.0,1.0,78.0,2455.0,2393.766747905434
15,15,826,San Francisco,2020-05-08,71.0,32.0,103.0,2619.0,28.0,7.0,92.0,563.0,525.2693833915234
16,16,866,San Francisco,2020-05-09,68.0,29.0,97.0,2619.0,28.0,4.0,97.0,673.0,662.9413585756015
17,17,910,San Francisco,2020-05-10,66.0,25.0,91.0,2619.0,25.0,9.0,102.0,707.0,776.5433590230698
18,18,966,San Francisco,2020-05-11,63.0,28.0,91.0,2619.0,23.0,11.0,107.0,571.0,558.8594991717774
19,19,1037,San Francisco,2020-05-12,63.0,27.0,90.0,2619.0,23.0,4.0,100.0,576.0,537.5509083781025
20,20,1092,San Francisco,2020-05-13,57.0,32.0,89.0,2619.0,24.0,7.0,108.0,2532.0,2383.23002557702
21,21,1103,San Francisco,2020-05-14,56.0,38.0,94.0,2619.0,20.0,10.0,111.0,688.0,680.1640052258435
22,22,1170,San Francisco,2020-05-15,56.0,33.0,89.0,2619.0,19.0,4.0,85.0,2446.0,2504.474982087317
23,23,1234,San Francisco,2020-05-16,44.0,30.0,74.0,2619.0,20.0,4.0,106.0,2619.0,2499.0618835664827
24,24,1270,San Francisco,2020-05-17,40.0,31.0,71.0,2619.0,18.0,5.0,101.0,2502.0,2389.924419224035
25,25,1292,San Francisco,2020-05-18,46.0,33.0,79.0,2619.0,22.0,9.0,115.0,690.0,680.0631447901717
26,26,1345,San Francisco,2020-05-19,48.0,26.0,74.0,2619.0,18.0,2.0,114.0,592.0,809.7633272767325
27,27,1416,San Francisco,2020-05-20,47.0,32.0,79.0,2619.0,20.0,7.0,113.0,2530.0,2545.606751634149
28,28,1477,San Francisco,2020-05-21,43.0,37.0,80.0,2619.0,16.0,11.0,103.0,548.0,486.8347624945993
29,29,1513,San Francisco,2020-05-22,43.0,29.0,72.0,2619.0,18.0,11.0,84.0,789.0,880.8729516934061
30,30,1543,San Francisco,2020-05-23,45.0,28.0,73.0,2619.0,18.0,9.0,83.0,2498.0,2446.8966849711796
31,31,1592,San Francisco,2020-05-24,47.0,41.0,88.0,2619.0,20.0,10.0,97.0,710.0,727.2906554625512
32,32,1671,San Francisco,2020-05-25,40.0,41.0,81.0,2619.0,21.0,11.0,100.0,2517.0,2426.0145892378837
33,33,1707,San Francisco,2020-05-26,40.0,47.0,87.0,2619.0,20.0,14.0,95.0,592.0,788.6596422629053
34,34,1752,San Francisco,2020-05-27,40.0,42.0,82.0,2619.0,18.0,9.0,98.0,2363.0,2386.7007607408937
35,35,1823,San Francisco,2020-05-28,49.0,42.0,91.0,2619.0,20.0,9.0,83.0,1473.0,1390.872495481477
36,36,1858,San Francisco,2020-05-29,49.0,16.0,65.0,2619.0,19.0,6.0,88.0,699.0,663.3067325699294
37,37,1897,San Francisco,2020-05-30,47.0,17.0,64.0,2619.0,19.0,6.0,78.0,720.0,696.842981799841
38,38,1960,San Francisco,2020-05-31,50.0,19.0,69.0,2619.0,22.0,4.0,91.0,2494.0,2399.6922521627557
39,39,2018,San Francisco,2020-06-01,45.0,29.0,74.0,2619.0,18.0,2.0,85.0,1058.0,1188.1624175406844
40,40,2054,San Francisco,2020-06-02,43.0,28.0,71.0,2647.0,18.0,8.0,76.0,2444.0,2353.150181619798
41,41,2078,San Francisco,2020-06-03,37.0,34.0,71.0,2647.0,17.0,4.0,80.0,726.0,696.9806917587078
42,42,2163,San Francisco,2020-06-04,41.0,21.0,62.0,2647.0,15.0,4.0,87.0,519.0,491.0307938773119
43,43,2188,San Francisco,2020-06-05,42.0,22.0,64.0,2658.0,14.0,4.0,98.0,2968.0,2870.294242723642
44,44,2230,San Francisco,2020-06-06,41.0,24.0,65.0,2658.0,15.0,4.0,98.0,2480.0,2482.7708116814374
45,45,2295,San Francisco,2020-06-07,34.0,14.0,48.0,2337.0,13.0,1.0,88.0,720.0,653.294183587984
46,46,2338,San Francisco,2020-06-08,32.0,11.0,43.0,2647.0,13.0,2.0,106.0,2115.0,2052.242259849252
47,47,2502,San Francisco,2020-06-11,38.0,13.0,51.0,2647.0,14.0,1.0,86.0,858.0,903.2554995974381
48,48,2552,San Francisco,2020-06-12,41.0,11.0,52.0,2647.0,15.0,1.0,91.0,1881.0,1842.5365333650664
49,49,2655,San Francisco,2020-06-14,40.0,9.0,49.0,2647.0,13.0,2.0,96.0,871.0,837.7177382644775
50,50,2759,San Francisco,2020-06-17,35.0,9.0,44.0,2647.0,8.0,3.0,86.0,2549.0,2434.2825052117187
51,51,2852,San Francisco,2020-06-18,33.0,12.0,45.0,2647.0,8.0,2.0,155.0,662.0,680.3224348650582
52,52,2881,San Francisco,2020-06-19,30.0,9.0,39.0,2647.0,8.0,4.0,151.0,1482.0,1495.9165566082156
53,53,2940,San Francisco,2020-06-20,32.0,24.0,56.0,2647.0,10.0,5.0,140.0,2005.0,1866.5313900742995
54,54,2992,San Francisco,2020-06-21,37.0,7.0,44.0,2647.0,12.0,1.0,149.0,555.0,507.67731645931417
55,55,3031,San Francisco,2020-06-22,40.0,7.0,47.0,2337.0,12.0,2.0,140.0,2517.0,2494.6001399871475
56,56,3097,San Francisco,2020-06-23,45.0,8.0,53.0,2647.0,16.0,2.0,145.0,727.0,840.5370359669084
57,57,3104,San Francisco,2020-06-24,46.0,9.0,55.0,2647.0,17.0,3.0,105.0,707.0,762.7322222201552
58,58,3153,San Francisco,2020-06-25,44.0,10.0,54.0,2647.0,13.0,4.0,104.0,1628.0,2006.0411583293271
59,59,3208,San Francisco,2020-06-26,54.0,14.0,68.0,2647.0,18.0,4.0,89.0,2527.0,2482.044629628534
60,60,3295,San Francisco,2020-06-27,56.0,16.0,72.0,2647.0,21.0,4.0,103.0,2340.0,2438.601855049962
61,61,3336,San Francisco,2020-06-28,59.0,10.0,69.0,2647.0,22.0,3.0,103.0,1579.0,2078.6076494258677
62,62,3363,San Francisco,2020-06-29,63.0,16.0,79.0,2647.0,22.0,4.0,120.0,1435.0,1395.4818054643385
63,63,3439,San Francisco,2020-06-30,68.0,12.0,80.0,2647.0,28.0,5.0,113.0,593.0,569.2544120346926
64,64,3452,San Francisco,2020-07-01,71.0,14.0,85.0,2647.0,31.0,2.0,110.0,661.0,717.5761434016578
65,65,3531,San Francisco,2020-07-02,66.0,16.0,82.0,2647.0,30.0,1.0,102.0,1475.0,1273.8104184617832
66,66,3547,San Francisco,2020-07-03,70.0,15.0,85.0,2647.0,27.0,2.0,107.0,2562.0,2521.516493519325
67,67,3638,San Francisco,2020-07-04,68.0,14.0,82.0,2647.0,26.0,1.0,102.0,588.0,559.7701785315537
68,68,3670,San Francisco,2020-07-05,73.0,11.0,84.0,2647.0,25.0,1.0,122.0,871.0,943.5238722154816
69,69,3726,San Francisco,2020-07-06,68.0,12.0,80.0,2647.0,27.0,1.0,120.0,693.0,725.351158549056
70,70,3760,San Francisco,2020-07-07,72.0,16.0,88.0,2647.0,25.0,1.0,107.0,2473.0,2479.614476398049
71,71,3816,San Francisco,2020-07-08,73.0,15.0,88.0,2647.0,25.0,3.0,110.0,582.0,579.4307853604112
72,72,3884,San Francisco,2020-07-09,76.0,18.0,94.0,2647.0,28.0,1.0,109.0,2647.0,2545.1397458040074
73,73,3890,San Francisco,2020-07-10,76.0,21.0,97.0,2647.0,33.0,1.0,104.0,577.0,542.6231041074986
74,74,3963,San Francisco,2020-07-11,79.0,18.0,97.0,2647.0,34.0,1.0,112.0,557.0,580.4998459978215
75,75,4002,San Francisco,2020-07-12,80.0,14.0,94.0,2647.0,34.0,2.0,122.0,2159.0,2146.7754590346585
76,76,4076,San Francisco,2020-07-13,89.0,20.0,109.0,2647.0,32.0,1.0,126.0,1485.0,1805.607775963094
77,77,4263,San Francisco,2020-07-17,89.0,16.0,105.0,2647.0,26.0,1.0,112.0,529.0,490.0266937971064
78,78,4292,San Francisco,2020-07-18,91.0,16.0,107.0,2647.0,29.0,2.0,107.0,1579.0,1892.6433459475256
79,79,4363,San Francisco,2020-07-19,96.0,13.0,109.0,2647.0,31.0,2.0,113.0,723.0,660.2881488014299
80,80,4391,San Francisco,2020-07-20,95.0,10.0,105.0,2647.0,28.0,1.0,120.0,871.0,815.4029912141984
81,81,4440,San Francisco,2020-07-21,96.0,25.0,121.0,2505.0,28.0,1.0,115.0,1425.0,1355.2695517220527
82,82,4481,San Francisco,2020-07-22,96.0,17.0,113.0,2071.0,30.0,1.0,56.0,359.0,425.7078669230409
83,83,4590,San Francisco,2020-07-24,95.0,15.0,110.0,2077.0,26.0,3.0,77.0,593.0,603.1554533235169
84,84,4679,San Francisco,2020-07-25,93.0,25.0,118.0,1987.0,26.0,5.0,79.0,669.0,649.4249803791898
85,85,4700,San Francisco,2020-07-26,99.0,18.0,117.0,2000.0,30.0,6.0,89.0,707.0,790.9686632030204
86,86,4800,San Francisco,2020-07-27,101.0,17.0,118.0,1989.0,34.0,1.0,95.0,609.0,619.4854272678341
87,87,4847,San Francisco,2020-07-28,107.0,16.0,123.0,1921.0,37.0,2.0,27.0,2415.0,2381.9397142617954
88,88,4866,San Francisco,2020-07-29,109.0,14.0,123.0,1991.0,39.0,2.0,44.0,2506.0,2348.278797526368
89,89,4934,San Francisco,2020-07-30,101.0,18.0,119.0,2025.0,38.0,1.0,53.0,2501.0,2470.3159083473165
90,90,5000,San Francisco,2020-07-31,102.0,19.0,121.0,2002.0,36.0,1.0,51.0,563.0,506.2300952075623
91,91,5068,San Francisco,2020-08-01,105.0,14.0,119.0,2005.0,39.0,1.0,52.0,2449.0,2403.3538158567303
92,92,5101,San Francisco,2020-08-02,98.0,11.0,109.0,1992.0,35.0,3.0,51.0,705.0,758.225472083536
93,93,5146,San Francisco,2020-08-03,89.0,15.0,104.0,1709.0,34.0,2.0,123.0,1856.0,1769.2281720997923
94,94,5207,San Francisco,2020-08-04,92.0,12.0,104.0,1772.0,33.0,1.0,69.0,2521.0,2473.2508746642693
95,95,5320,San Francisco,2020-08-06,85.0,9.0,94.0,1820.0,31.0,1.0,60.0,589.0,597.438575540264
96,96,5465,San Francisco,2020-08-08,77.0,11.0,88.0,1800.0,29.0,2.0,63.0,2491.0,2553.3829726316835
97,97,5523,San Francisco,2020-08-09,82.0,16.0,98.0,1740.0,31.0,2.0,70.0,1579.0,1963.6003933961526
98,98,5552,San Francisco,2020-08-10,84.0,12.0,96.0,1747.0,28.0,4.0,76.0,1628.0,1633.635677859833
99,99,5620,San Francisco,2020-08-11,88.0,14.0,102.0,1745.0,31.0,6.0,63.0,2445.0,2275.7134897587557
100,100,5660,San Francisco,2020-08-12,92.0,21.0,113.0,1804.0,31.0,4.0,53.0,601.0,607.1160716516472
101,101,5759,San Francisco,2020-08-13,97.0,13.0,110.0,1777.0,33.0,1.0,59.0,2337.0,2510.3341126994565
102,102,5798,San Francisco,2020-08-14,94.0,13.0,107.0,1820.0,34.0,1.0,62.0,1745.0,1697.225192672724
103,103,5850,San Francisco,2020-08-15,94.0,24.0,118.0,1782.0,40.0,5.0,51.0,2647.0,2616.1314485931753
104,104,5885,San Francisco,2020-08-16,85.0,23.0,108.0,1740.0,34.0,4.0,62.0,586.0,609.52036062165
105,105,5984,San Francisco,2020-08-17,83.0,26.0,109.0,1740.0,35.0,4.0,71.0,573.0,604.0358960587923
106,106,5997,San Francisco,2020-08-18,96.0,36.0,132.0,1766.0,37.0,5.0,51.0,563.0,500.7379124490999
107,107,6089,San Francisco,2020-08-19,95.0,38.0,133.0,1864.0,39.0,6.0,47.0,581.0,602.4309223072858
108,108,6130,San Francisco,2020-08-20,106.0,19.0,125.0,1867.0,41.0,3.0,53.0,707.0,805.8189710486805
109,109,6200,San Francisco,2020-08-21,98.0,20.0,118.0,1856.0,34.0,3.0,59.0,2494.0,2352.2914021439046
110,110,6221,San Francisco,2020-08-22,90.0,19.0,109.0,1837.0,34.0,2.0,58.0,2154.0,2007.6704747756194
111,111,6299,San Francisco,2020-08-23,92.0,17.0,109.0,1823.0,37.0,4.0,69.0,2476.0,2459.7986039629886
112,112,6329,San Francisco,2020-08-24,95.0,22.0,117.0,1806.0,35.0,3.0,75.0,871.0,848.8949100339513
113,113,6420,San Francisco,2020-08-25,89.0,19.0,108.0,1837.0,34.0,5.0,72.0,714.0,720.1116593053291
114,114,6463,San Francisco,2020-08-26,87.0,12.0,99.0,1868.0,37.0,7.0,54.0,2131.0,2167.9805768805954
115,115,6526,San Francisco,2020-08-27,79.0,12.0,91.0,1848.0,36.0,5.0,53.0,2439.0,2367.467758708698
116,116,6595,San Francisco,2020-08-28,74.0,18.0,92.0,1868.0,27.0,4.0,58.0,1748.0,2314.4800012863507
117,117,6622,San Francisco,2020-08-29,74.0,11.0,85.0,1839.0,26.0,3.0,52.0,2508.0,2336.062911079827
118,118,6703,San Francisco,2020-08-30,70.0,10.0,80.0,1788.0,28.0,3.0,77.0,2968.0,2925.831483899381
119,119,6760,San Francisco,2020-08-31,74.0,12.0,86.0,1809.0,26.0,3.0,79.0,2515.0,2483.771621483612
120,120,6800,San Francisco,2020-09-01,77.0,16.0,93.0,1873.0,24.0,3.0,68.0,565.0,574.5666183296603
121,121,6837,San Francisco,2020-09-02,70.0,12.0,82.0,1854.0,21.0,4.0,61.0,1769.0,2147.4513222416635
122,122,6924,San Francisco,2020-09-03,63.0,11.0,74.0,1848.0,21.0,4.0,58.0,686.0,712.7675126415938
123,123,7098,San Francisco,2020-09-06,57.0,17.0,74.0,1772.0,24.0,2.0,69.0,2354.0,2414.0308153099027
124,124,7117,San Francisco,2020-09-07,63.0,15.0,78.0,1742.0,26.0,1.0,63.0,1127.0,1441.086448839374
125,125,7188,San Francisco,2020-09-08,64.0,18.0,82.0,1781.0,25.0,4.0,73.0,2968.0,2948.1201528951424
126,126,7228,San Francisco,2020-09-09,66.0,18.0,84.0,1825.0,25.0,4.0,58.0,1386.0,1352.7441002564115
127,127,7286,San Francisco,2020-09-10,67.0,22.0,89.0,1839.0,24.0,8.0,58.0,2968.0,2850.056181801439
128,128,7330,San Francisco,2020-09-11,74.0,18.0,92.0,1831.0,22.0,4.0,67.0,2446.0,2412.701326074117
129,129,7391,San Francisco,2020-09-12,72.0,15.0,87.0,1820.0,20.0,6.0,68.0,1628.0,1706.5220146353545
130,130,7446,San Francisco,2020-09-13,76.0,18.0,94.0,1816.0,21.0,5.0,79.0,2506.0,2347.2761292252735
131,131,7509,San Francisco,2020-09-14,78.0,12.0,90.0,1817.0,21.0,5.0,86.0,1463.0,1366.5179168380541
132,132,7565,San Francisco,2020-09-15,68.0,13.0,81.0,1880.0,22.0,3.0,80.0,2488.0,2438.5612694689053
133,133,7650,San Francisco,2020-09-16,64.0,14.0,78.0,1881.0,20.0,8.0,68.0,707.0,757.1290586568911
134,134,7708,San Francisco,2020-09-17,67.0,19.0,86.0,1806.0,23.0,7.0,61.0,351.0,452.50464497362395
135,135,7775,San Francisco,2020-09-18,64.0,12.0,76.0,1872.0,20.0,4.0,62.0,2968.0,2934.7560661055068
136,136,7812,San Francisco,2020-09-19,58.0,9.0,67.0,1874.0,18.0,2.0,61.0,2459.0,2495.929477234434
137,137,7882,San Francisco,2020-09-20,65.0,8.0,73.0,1859.0,21.0,2.0,62.0,2513.0,2400.1293458732307
138,138,7993,San Francisco,2020-09-22,72.0,8.0,80.0,1857.0,19.0,3.0,68.0,2457.0,2399.290574303982
139,139,8026,San Francisco,2020-09-23,65.0,9.0,74.0,1891.0,18.0,5.0,64.0,672.0,613.6568207133844
140,140,8077,San Francisco,2020-09-24,60.0,9.0,69.0,1898.0,16.0,5.0,49.0,573.0,553.8556563580202
141,141,8114,San Francisco,2020-09-25,61.0,11.0,72.0,1870.0,20.0,5.0,56.0,1939.0,1965.186785902631
142,142,8188,San Francisco,2020-09-26,56.0,8.0,64.0,1859.0,18.0,3.0,63.0,586.0,581.1340402896319
143,143,8295,San Francisco,2020-09-28,60.0,5.0,65.0,1828.0,17.0,1.0,88.0,583.0,509.1055297380358
144,144,8378,San Francisco,2020-09-29,61.0,5.0,66.0,1866.0,16.0,1.0,73.0,2143.0,2047.3569285689193
145,145,8441,San Francisco,2020-09-30,64.0,10.0,74.0,1881.0,15.0,2.0,75.0,1839.0,1705.7130630986255
146,146,8490,San Francisco,2020-10-01,59.0,9.0,68.0,1864.0,14.0,2.0,76.0,2556.0,2564.7644290505314
147,147,8548,San Francisco,2020-10-02,55.0,10.0,65.0,1846.0,16.0,5.0,71.0,1485.0,1785.9986581141561
148,148,8587,San Francisco,2020-10-03,50.0,7.0,57.0,1840.0,17.0,1.0,88.0,2142.0,2363.1120082209877
149,149,8662,San Francisco,2020-10-04,52.0,9.0,61.0,1787.0,16.0,1.0,92.0,1096.0,1057.527711577611
150,150,8743,San Francisco,2020-10-06,47.0,7.0,54.0,1865.0,14.0,1.0,74.0,707.0,803.1785111798324
151,151,8826,San Francisco,2020-10-07,44.0,11.0,55.0,1900.0,16.0,1.0,70.0,1452.0,1471.1097068622726
152,152,8887,San Francisco,2020-10-08,39.0,5.0,44.0,1885.0,17.0,1.0,72.0,1479.0,1385.5265087166306
153,153,8915,San Francisco,2020-10-09,33.0,8.0,41.0,1907.0,14.0,2.0,72.0,565.0,604.250803242352
154,154,8964,San Francisco,2020-10-10,33.0,4.0,37.0,1882.0,12.0,1.0,68.0,2494.0,2362.6048495284604
155,155,9027,San Francisco,2020-10-11,27.0,3.0,30.0,1801.0,11.0,1.0,83.0,2153.0,2241.6454828852866
156,156,9116,San Francisco,2020-10-12,28.0,2.0,30.0,1821.0,11.0,2.0,90.0,491.0,531.0703996235527
157,157,9138,San Francisco,2020-10-13,27.0,4.0,31.0,1874.0,8.0,1.0,73.0,2136.0,2146.756997407977
158,158,9225,San Francisco,2020-10-14,26.0,6.0,32.0,1907.0,7.0,1.0,71.0,738.0,997.6785149552172
159,159,9278,San Francisco,2020-10-15,21.0,8.0,29.0,1907.0,7.0,2.0,65.0,601.0,643.1205289528907
160,160,9371,San Francisco,2020-10-17,23.0,3.0,26.0,1854.0,8.0,1.0,65.0,2478.0,2447.7744851794323
161,161,9409,San Francisco,2020-10-18,25.0,3.0,28.0,1794.0,8.0,2.0,80.0,1089.0,1188.158566717194
162,162,9513,San Francisco,2020-10-19,25.0,5.0,30.0,1758.0,8.0,2.0,78.0,2532.0,2474.8676377678207
163,163,9559,San Francisco,2020-10-20,21.0,4.0,25.0,1865.0,6.0,1.0,71.0,1054.0,1136.8098555845877
164,164,9580,San Francisco,2020-10-21,23.0,10.0,33.0,1894.0,7.0,5.0,59.0,557.0,499.65403603290224
165,165,9647,San Francisco,2020-10-22,23.0,3.0,26.0,1876.0,7.0,3.0,59.0,567.0,535.7899178413236
166,166,9714,San Francisco,2020-10-23,24.0,4.0,28.0,1893.0,7.0,3.0,53.0,2647.0,2588.3901970458373
167,167,9746,San Francisco,2020-10-24,23.0,5.0,28.0,1887.0,6.0,1.0,61.0,730.0,720.221123852802
168,168,10039,San Francisco,2020-10-29,37.0,2.0,39.0,1874.0,8.0,1.0,71.0,549.0,517.3918838776694
169,169,10110,San Francisco,2020-10-30,35.0,5.0,40.0,1861.0,6.0,1.0,77.0,871.0,940.6862907948511
170,170,10257,San Francisco,2020-11-02,36.0,2.0,38.0,1792.0,11.0,1.0,84.0,1485.0,1901.281284769837
171,171,10308,San Francisco,2020-11-03,35.0,5.0,40.0,1889.0,11.0,1.0,65.0,711.0,720.2895375983794
172,172,10380,San Francisco,2020-11-04,34.0,4.0,38.0,1891.0,12.0,1.0,57.0,1526.0,1425.1447303226976
173,173,10442,San Francisco,2020-11-05,33.0,3.0,36.0,1911.0,10.0,1.0,61.0,1837.0,1815.4165592482248
174,174,10470,San Francisco,2020-11-06,38.0,4.0,42.0,1937.0,11.0,1.0,54.0,1579.0,1944.0851096759184
175,175,10524,San Francisco,2020-11-07,36.0,5.0,41.0,1903.0,8.0,2.0,56.0,697.0,743.3623659918237
176,176,10595,San Francisco,2020-11-08,40.0,2.0,42.0,1855.0,10.0,1.0,65.0,559.0,571.1202725174184
177,177,10653,San Francisco,2020-11-09,36.0,3.0,39.0,1856.0,11.0,1.0,68.0,616.0,667.2114427836548
178,178,10716,San Francisco,2020-11-10,35.0,4.0,39.0,1876.0,8.0,1.0,69.0,2473.0,2372.7487055931188
179,179,10854,San Francisco,2020-11-12,38.0,8.0,46.0,1851.0,10.0,1.0,62.0,2480.0,2383.181515703901
180,180,10922,San Francisco,2020-11-14,38.0,2.0,40.0,1890.0,10.0,1.0,68.0,633.0,692.3148122299639
181,181,10986,San Francisco,2020-11-15,39.0,3.0,42.0,1841.0,9.0,1.0,70.0,2143.0,2103.6725154682945
182,182,11072,San Francisco,2020-11-16,38.0,6.0,44.0,1835.0,8.0,2.0,86.0,2619.0,2506.1346489384805
183,183,11117,San Francisco,2020-11-17,37.0,11.0,48.0,1898.0,11.0,3.0,63.0,533.0,494.22194020881534
184,184,11188,San Francisco,2020-11-18,39.0,8.0,47.0,1933.0,10.0,2.0,52.0,2493.0,2420.5863159649393
185,185,11213,San Francisco,2020-11-19,42.0,4.0,46.0,1942.0,11.0,4.0,53.0,2416.0,2412.3213906498404
186,186,11255,San Francisco,2020-11-20,49.0,4.0,53.0,1921.0,10.0,3.0,57.0,580.0,548.6194921350148
187,187,11314,San Francisco,2020-11-21,52.0,5.0,57.0,1896.0,13.0,2.0,65.0,2496.0,2369.7525015519936
188,188,11382,San Francisco,2020-11-22,47.0,2.0,49.0,1852.0,14.0,2.0,67.0,2531.0,2606.032386570662
189,189,11571,San Francisco,2020-11-25,64.0,6.0,70.0,1864.0,20.0,2.0,50.0,2142.0,2058.9827031187456
