,Unnamed: 0,index,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds,beds,Predictions
381,14,773,San Mateo,2020-05-07,37.0,14.0,51.0,1096.0,11.0,2.0,43.0,2136.0,2103.271055994006
382,15,804,San Mateo,2020-05-08,33.0,23.0,56.0,1096.0,11.0,3.0,43.0,1096.0,1106.3591564219025
383,16,865,San Mateo,2020-05-09,32.0,26.0,58.0,1096.0,12.0,4.0,40.0,707.0,807.2782340182348
384,17,904,San Mateo,2020-05-10,29.0,23.0,52.0,1096.0,12.0,5.0,43.0,2398.0,2351.5053596819434
385,18,973,San Mateo,2020-05-11,31.0,18.0,49.0,1096.0,11.0,6.0,43.0,594.0,646.9049137763038
386,19,1011,San Mateo,2020-05-12,30.0,33.0,63.0,1096.0,14.0,6.0,35.0,646.0,629.3279204100024
387,20,1069,San Mateo,2020-05-13,34.0,35.0,69.0,1096.0,17.0,2.0,38.0,1887.0,2028.7331352719818
388,21,1172,San Mateo,2020-05-15,30.0,24.0,54.0,1096.0,10.0,6.0,40.0,2455.0,2303.0685250119022
389,22,1239,San Mateo,2020-05-16,31.0,23.0,54.0,1096.0,9.0,5.0,43.0,2150.0,2184.694210580816
390,23,1258,San Mateo,2020-05-17,32.0,23.0,55.0,1096.0,9.0,6.0,40.0,2162.0,2068.0979351945853
391,24,1333,San Mateo,2020-05-18,41.0,19.0,60.0,1096.0,10.0,5.0,41.0,598.0,647.2735889667222
392,25,1343,San Mateo,2020-05-19,41.0,30.0,71.0,1096.0,10.0,5.0,26.0,2513.0,2392.851959986455
393,26,1433,San Mateo,2020-05-20,37.0,37.0,74.0,1096.0,11.0,6.0,25.0,2513.0,2432.4298578392345
394,27,1471,San Mateo,2020-05-21,37.0,33.0,70.0,1096.0,10.0,4.0,26.0,565.0,626.6524098025825
395,28,1680,San Mateo,2020-05-25,44.0,13.0,57.0,1096.0,15.0,5.0,46.0,1485.0,1728.8342585796286
396,29,1682,San Mateo,2020-05-26,45.0,9.0,54.0,1096.0,16.0,4.0,47.0,858.0,860.1086901541651
397,30,1744,San Mateo,2020-05-27,33.0,8.0,41.0,1096.0,16.0,3.0,46.0,1628.0,1993.0075214164103
398,31,1801,San Mateo,2020-05-28,39.0,10.0,49.0,1096.0,17.0,1.0,44.0,871.0,957.4780382370475
399,32,1860,San Mateo,2020-05-29,37.0,8.0,45.0,1096.0,14.0,1.0,47.0,723.0,708.6265737566536
400,33,1921,San Mateo,2020-05-30,44.0,13.0,57.0,1096.0,13.0,2.0,51.0,2575.0,2555.865461601659
401,34,1963,San Mateo,2020-05-31,46.0,10.0,56.0,1096.0,26.0,1.0,39.0,719.0,670.5288068925513
402,35,2026,San Mateo,2020-06-02,42.0,17.0,59.0,1096.0,17.0,1.0,31.0,703.0,684.9003064298016
403,36,2111,San Mateo,2020-06-03,43.0,23.0,66.0,1101.0,15.0,6.0,36.0,1628.0,1791.617449005944
404,37,2149,San Mateo,2020-06-04,35.0,18.0,53.0,1101.0,11.0,3.0,48.0,858.0,911.9841919478416
405,38,2208,San Mateo,2020-06-05,36.0,18.0,54.0,1101.0,8.0,2.0,47.0,2968.0,2942.036398776435
406,39,2397,San Mateo,2020-06-09,31.0,13.0,44.0,1101.0,6.0,3.0,47.0,1742.0,1696.0617973350043
407,40,2418,San Mateo,2020-06-10,29.0,11.0,40.0,1049.0,7.0,2.0,50.0,726.0,745.3428881616067
408,41,2520,San Mateo,2020-06-12,22.0,10.0,32.0,1089.0,7.0,1.0,51.0,1579.0,1904.0951862852583
409,42,2624,San Mateo,2020-06-14,18.0,11.0,29.0,1089.0,9.0,1.0,51.0,2480.0,2475.5723996914103
410,43,2678,San Mateo,2020-06-15,17.0,5.0,22.0,1089.0,6.0,1.0,50.0,2498.0,2386.958266326493
411,44,2735,San Mateo,2020-06-16,17.0,11.0,28.0,1089.0,6.0,1.0,54.0,573.0,565.838994476504
412,45,2781,San Mateo,2020-06-17,14.0,6.0,20.0,1089.0,6.0,1.0,50.0,1523.0,1369.0013649922075
413,46,2854,San Mateo,2020-06-18,15.0,9.0,24.0,1089.0,6.0,2.0,59.0,705.0,670.9369822105557
414,47,2978,San Mateo,2020-06-21,18.0,9.0,27.0,1089.0,8.0,1.0,63.0,572.0,637.2602958830635
415,48,3030,San Mateo,2020-06-22,19.0,4.0,23.0,1089.0,9.0,1.0,60.0,1579.0,1920.4062370295273
416,49,3089,San Mateo,2020-06-23,22.0,5.0,27.0,1089.0,8.0,2.0,62.0,2484.0,2520.3331936438576
417,50,3108,San Mateo,2020-06-24,24.0,5.0,29.0,1089.0,8.0,3.0,50.0,695.0,674.8604891591391
418,51,3188,San Mateo,2020-06-25,22.0,5.0,27.0,1089.0,10.0,1.0,49.0,1579.0,2053.93124737084
419,52,3289,San Mateo,2020-06-27,23.0,4.0,27.0,1089.0,8.0,1.0,54.0,1866.0,1833.163410076118
420,53,3390,San Mateo,2020-06-29,33.0,8.0,41.0,1089.0,15.0,1.0,55.0,543.0,515.7032787289634
421,54,3404,San Mateo,2020-06-30,40.0,7.0,47.0,1089.0,18.0,1.0,49.0,708.0,744.7033528617608
422,55,3453,San Mateo,2020-07-01,45.0,10.0,55.0,1089.0,20.0,1.0,51.0,558.0,517.1645969776
423,56,3692,San Mateo,2020-07-06,48.0,7.0,55.0,1052.0,13.0,2.0,72.0,1412.0,1933.9888594900458
424,57,3779,San Mateo,2020-07-07,53.0,7.0,60.0,1052.0,11.0,2.0,66.0,705.0,628.0694887698392
425,58,3825,San Mateo,2020-07-08,51.0,9.0,60.0,1050.0,14.0,1.0,64.0,2513.0,2420.142588121982
426,59,3885,San Mateo,2020-07-09,47.0,11.0,58.0,1053.0,14.0,1.0,65.0,543.0,518.9047308275924
427,60,3913,San Mateo,2020-07-10,48.0,14.0,62.0,1056.0,14.0,4.0,56.0,2151.0,2135.6422213841006
428,61,3973,San Mateo,2020-07-11,50.0,9.0,59.0,1054.0,15.0,2.0,54.0,686.0,720.5807108428685
429,62,4007,San Mateo,2020-07-12,51.0,14.0,65.0,1057.0,13.0,4.0,55.0,2968.0,3260.970211839613
430,63,4067,San Mateo,2020-07-13,56.0,26.0,82.0,1057.0,11.0,5.0,59.0,871.0,824.1845082087269
431,64,4096,San Mateo,2020-07-14,59.0,18.0,77.0,1057.0,12.0,2.0,55.0,688.0,624.1109683530688
432,65,4176,San Mateo,2020-07-15,56.0,21.0,77.0,1057.0,12.0,4.0,57.0,701.0,706.8431012777567
433,66,4220,San Mateo,2020-07-16,61.0,19.0,80.0,1057.0,15.0,4.0,59.0,624.0,570.919623321457
434,67,4236,San Mateo,2020-07-17,60.0,20.0,80.0,1060.0,17.0,1.0,55.0,737.0,794.374217462491
435,68,4325,San Mateo,2020-07-18,67.0,17.0,84.0,1058.0,17.0,1.0,62.0,2417.0,2428.4435593743724
436,69,4375,San Mateo,2020-07-19,68.0,12.0,80.0,1058.0,18.0,1.0,52.0,608.0,649.841799509983
437,70,4418,San Mateo,2020-07-20,71.0,11.0,82.0,1054.0,18.0,2.0,56.0,575.0,598.6751378981066
438,71,4467,San Mateo,2020-07-21,72.0,8.0,80.0,1052.0,20.0,2.0,50.0,2497.0,2410.245873941095
439,72,4536,San Mateo,2020-07-23,68.0,12.0,80.0,806.0,18.0,2.0,15.0,1403.0,1340.8974488608792
440,73,4661,San Mateo,2020-07-25,72.0,10.0,82.0,805.0,19.0,1.0,16.0,694.0,675.7210811987859
441,74,4773,San Mateo,2020-07-27,71.0,15.0,86.0,729.0,17.0,1.0,24.0,1872.0,1762.2093173811486
442,75,4886,San Mateo,2020-07-29,64.0,15.0,79.0,697.0,16.0,2.0,14.0,542.0,504.2886436475442
443,76,4924,San Mateo,2020-07-30,58.0,10.0,68.0,702.0,22.0,2.0,15.0,612.0,845.26678154821
444,77,4979,San Mateo,2020-07-31,55.0,9.0,64.0,705.0,20.0,2.0,14.0,2477.0,2405.3204968971213
445,78,5061,San Mateo,2020-08-01,55.0,9.0,64.0,709.0,18.0,2.0,17.0,1096.0,1126.4432694200423
446,79,5116,San Mateo,2020-08-02,55.0,12.0,67.0,683.0,19.0,2.0,23.0,604.0,577.8670280066509
447,80,5190,San Mateo,2020-08-03,58.0,15.0,73.0,682.0,14.0,3.0,26.0,2154.0,2015.1810974306056
448,81,5245,San Mateo,2020-08-04,54.0,12.0,66.0,692.0,12.0,2.0,27.0,1479.0,1355.4934163712169
449,82,5312,San Mateo,2020-08-05,49.0,13.0,62.0,696.0,19.0,3.0,22.0,568.0,498.3360217300492
450,83,5344,San Mateo,2020-08-06,45.0,16.0,61.0,685.0,16.0,1.0,31.0,1806.0,1693.3039055863485
451,84,5420,San Mateo,2020-08-07,42.0,16.0,58.0,695.0,12.0,2.0,27.0,2523.0,2565.5290663512965
452,85,5462,San Mateo,2020-08-08,45.0,16.0,61.0,683.0,12.0,3.0,30.0,2073.0,2048.076934934511
453,86,5500,San Mateo,2020-08-09,39.0,17.0,56.0,682.0,12.0,2.0,29.0,1821.0,1870.2165798065544
454,87,5558,San Mateo,2020-08-10,41.0,19.0,60.0,671.0,10.0,2.0,30.0,707.0,773.8304938511054
455,88,5629,San Mateo,2020-08-11,47.0,14.0,61.0,685.0,11.0,1.0,27.0,694.0,694.132784047063
456,89,5664,San Mateo,2020-08-12,49.0,14.0,63.0,684.0,11.0,1.0,25.0,585.0,606.2535489915743
457,90,5743,San Mateo,2020-08-13,49.0,17.0,66.0,699.0,14.0,2.0,27.0,1777.0,1730.0510779009965
458,91,5780,San Mateo,2020-08-14,58.0,10.0,68.0,697.0,15.0,2.0,28.0,1628.0,1733.9440499364832
459,92,5942,San Mateo,2020-08-17,57.0,14.0,71.0,681.0,15.0,1.0,22.0,669.0,640.0069346031281
460,93,5993,San Mateo,2020-08-18,53.0,15.0,68.0,696.0,14.0,1.0,26.0,738.0,846.9344240250863
461,94,6136,San Mateo,2020-08-20,56.0,9.0,65.0,701.0,19.0,1.0,26.0,1096.0,954.3471203646693
462,95,6257,San Mateo,2020-08-22,56.0,11.0,67.0,680.0,13.0,2.0,22.0,2109.0,2054.0581058413336
463,96,6291,San Mateo,2020-08-23,57.0,8.0,65.0,673.0,14.0,4.0,21.0,2425.0,2425.148658896562
464,97,6338,San Mateo,2020-08-24,61.0,9.0,70.0,683.0,13.0,1.0,22.0,1483.0,1497.4425874672927
465,98,6401,San Mateo,2020-08-25,50.0,11.0,61.0,680.0,13.0,3.0,19.0,2481.0,2421.2250479613176
466,99,6439,San Mateo,2020-08-26,51.0,10.0,61.0,693.0,12.0,1.0,26.0,871.0,841.4536458150404
467,100,6542,San Mateo,2020-08-27,52.0,8.0,60.0,696.0,14.0,1.0,33.0,1057.0,1129.995893793944
468,101,6591,San Mateo,2020-08-28,41.0,12.0,53.0,690.0,12.0,1.0,28.0,1740.0,1744.980670028771
469,102,6651,San Mateo,2020-08-29,41.0,12.0,53.0,697.0,12.0,4.0,27.0,699.0,652.8370487394503
470,103,6671,San Mateo,2020-08-30,45.0,12.0,57.0,688.0,14.0,5.0,28.0,2451.0,2231.2603065755575
471,104,6731,San Mateo,2020-08-31,41.0,14.0,55.0,686.0,13.0,4.0,35.0,2532.0,2457.357376905078
472,105,6805,San Mateo,2020-09-01,37.0,15.0,52.0,685.0,12.0,3.0,32.0,707.0,784.1177756703873
473,106,6853,San Mateo,2020-09-02,36.0,11.0,47.0,690.0,12.0,3.0,25.0,2161.0,2161.9759379369934
474,107,6889,San Mateo,2020-09-03,33.0,8.0,41.0,695.0,11.0,2.0,25.0,2647.0,2782.5259701248633
475,108,6944,San Mateo,2020-09-04,37.0,5.0,42.0,686.0,12.0,2.0,27.0,587.0,533.9940877330587
476,109,6999,San Mateo,2020-09-05,35.0,8.0,43.0,680.0,10.0,3.0,25.0,2619.0,2407.195525803236
477,110,7060,San Mateo,2020-09-06,30.0,16.0,46.0,677.0,11.0,6.0,23.0,2025.0,2138.376968105976
478,111,7153,San Mateo,2020-09-07,39.0,15.0,54.0,673.0,10.0,2.0,21.0,2467.0,2246.8390522058044
479,112,7190,San Mateo,2020-09-08,43.0,27.0,70.0,699.0,8.0,4.0,22.0,1579.0,1976.0110069746418
480,113,7236,San Mateo,2020-09-09,47.0,29.0,76.0,720.0,9.0,5.0,19.0,2619.0,2366.2464239121855
481,114,7313,San Mateo,2020-09-10,34.0,17.0,51.0,706.0,11.0,5.0,33.0,1628.0,1774.9885166376166
482,115,7361,San Mateo,2020-09-11,38.0,10.0,48.0,701.0,11.0,5.0,36.0,1057.0,1126.220016113852
483,116,7440,San Mateo,2020-09-12,39.0,17.0,56.0,698.0,11.0,7.0,34.0,2446.0,2407.100537363069
484,117,7482,San Mateo,2020-09-13,43.0,12.0,55.0,695.0,11.0,5.0,39.0,2968.0,2994.381079016097
485,118,7545,San Mateo,2020-09-14,38.0,12.0,50.0,676.0,10.0,5.0,34.0,2138.0,2076.3859420555973
486,119,7587,San Mateo,2020-09-15,40.0,12.0,52.0,684.0,11.0,7.0,21.0,1628.0,1648.881937947086
487,120,7620,San Mateo,2020-09-16,39.0,14.0,53.0,702.0,14.0,7.0,16.0,746.0,856.6543732420131
488,121,7709,San Mateo,2020-09-17,39.0,10.0,49.0,704.0,13.0,1.0,31.0,1470.0,1465.2602878131995
489,122,7765,San Mateo,2020-09-18,39.0,9.0,48.0,715.0,15.0,1.0,29.0,518.0,475.2838510191061
490,123,7891,San Mateo,2020-09-21,35.0,12.0,47.0,701.0,11.0,3.0,35.0,711.0,783.1977035447954
491,124,7997,San Mateo,2020-09-22,36.0,8.0,44.0,703.0,11.0,1.0,37.0,723.0,850.8279285030272
492,125,8025,San Mateo,2020-09-23,37.0,10.0,47.0,711.0,13.0,1.0,35.0,696.0,704.4264213932482
493,126,8110,San Mateo,2020-09-24,35.0,12.0,47.0,689.0,14.0,2.0,32.0,570.0,501.147667302228
494,127,8143,San Mateo,2020-09-25,32.0,13.0,45.0,700.0,11.0,2.0,30.0,1089.0,1121.3084789749084
495,128,8175,San Mateo,2020-09-26,29.0,12.0,41.0,700.0,10.0,2.0,32.0,598.0,679.6397062236899
496,129,8337,San Mateo,2020-09-28,29.0,11.0,40.0,680.0,8.0,2.0,32.0,2619.0,2488.735723256017
497,130,8371,San Mateo,2020-09-29,26.0,17.0,43.0,696.0,7.0,5.0,12.0,562.0,568.0062089397327
498,131,8436,San Mateo,2020-09-30,26.0,16.0,42.0,703.0,8.0,2.0,19.0,1865.0,1825.1116576900376
499,132,8483,San Mateo,2020-10-01,29.0,13.0,42.0,711.0,10.0,1.0,26.0,654.0,692.2885526398177
500,133,8528,San Mateo,2020-10-02,29.0,13.0,42.0,708.0,10.0,1.0,31.0,598.0,648.3884935623641
501,134,8583,San Mateo,2020-10-03,29.0,11.0,40.0,705.0,10.0,2.0,34.0,1579.0,1882.213473952626
502,135,8673,San Mateo,2020-10-04,28.0,12.0,40.0,676.0,9.0,1.0,32.0,567.0,586.2461968126827
503,136,8717,San Mateo,2020-10-05,26.0,12.0,38.0,682.0,8.0,2.0,29.0,1089.0,1118.2037301585617
504,137,8927,San Mateo,2020-10-09,29.0,10.0,39.0,707.0,9.0,3.0,22.0,512.0,472.73877505868586
505,138,8995,San Mateo,2020-10-10,29.0,9.0,38.0,710.0,7.0,3.0,27.0,632.0,656.564423140345
506,139,9035,San Mateo,2020-10-11,29.0,8.0,37.0,677.0,6.0,2.0,40.0,2528.0,2492.677238811645
507,140,9085,San Mateo,2020-10-12,29.0,11.0,40.0,683.0,5.0,3.0,33.0,1801.0,1820.335648740078
508,141,9149,San Mateo,2020-10-13,28.0,9.0,37.0,694.0,4.0,2.0,27.0,2519.0,2425.8101585969325
509,142,9390,San Mateo,2020-10-17,21.0,7.0,28.0,686.0,6.0,3.0,30.0,2463.0,2511.3108388391665
510,143,9403,San Mateo,2020-10-18,20.0,7.0,27.0,670.0,5.0,2.0,35.0,871.0,925.2782134829815
511,144,9467,San Mateo,2020-10-19,23.0,9.0,32.0,669.0,7.0,2.0,40.0,2147.0,2105.412996671801
512,145,9569,San Mateo,2020-10-20,20.0,7.0,27.0,661.0,7.0,2.0,33.0,676.0,726.5086792826062
513,146,9587,San Mateo,2020-10-21,22.0,3.0,25.0,683.0,8.0,1.0,35.0,2968.0,3020.0149176566138
514,147,9631,San Mateo,2020-10-22,19.0,7.0,26.0,691.0,5.0,2.0,32.0,1096.0,999.0548609792925
515,148,9690,San Mateo,2020-10-23,22.0,10.0,32.0,714.0,5.0,1.0,22.0,663.0,681.9746088307741
516,149,9770,San Mateo,2020-10-24,21.0,12.0,33.0,693.0,4.0,1.0,29.0,1089.0,1181.1038667158427
517,150,9842,San Mateo,2020-10-25,21.0,9.0,30.0,691.0,5.0,1.0,31.0,2103.0,2043.153136282358
518,151,9998,San Mateo,2020-10-28,15.0,9.0,24.0,692.0,3.0,1.0,34.0,2518.0,2446.997027121214
519,152,10169,San Mateo,2020-10-31,19.0,12.0,31.0,710.0,3.0,2.0,35.0,1820.0,1777.5334737165938
520,153,10203,San Mateo,2020-11-01,17.0,10.0,27.0,676.0,4.0,3.0,37.0,552.0,512.0527134087115
521,154,10262,San Mateo,2020-11-02,17.0,13.0,30.0,682.0,3.0,1.0,41.0,351.0,407.657412414105
522,155,10306,San Mateo,2020-11-03,17.0,11.0,28.0,712.0,1.0,2.0,35.0,2508.0,2440.671704138967
523,156,10525,San Mateo,2020-11-07,20.0,5.0,25.0,701.0,5.0,1.0,37.0,2466.0,2422.228042573396
524,157,10722,San Mateo,2020-11-10,22.0,11.0,33.0,725.0,2.0,1.0,33.0,2525.0,2524.156402022421
525,158,10749,San Mateo,2020-11-11,21.0,10.0,31.0,738.0,2.0,1.0,37.0,2146.0,2187.11708996951
526,159,10847,San Mateo,2020-11-12,23.0,9.0,32.0,737.0,3.0,1.0,38.0,1775.0,1715.1583167827553
527,160,11101,San Mateo,2020-11-17,26.0,9.0,35.0,711.0,7.0,1.0,33.0,2401.0,2453.65437099264
528,161,11198,San Mateo,2020-11-19,25.0,7.0,32.0,729.0,7.0,1.0,28.0,2460.0,2449.054259380615
529,162,11285,San Mateo,2020-11-20,26.0,12.0,38.0,741.0,7.0,1.0,34.0,2492.0,2537.6801687607167
530,163,11501,San Mateo,2020-11-24,45.0,6.0,51.0,720.0,7.0,2.0,31.0,480.0,457.7037875653316
531,164,11564,San Mateo,2020-11-25,46.0,6.0,52.0,727.0,7.0,1.0,27.0,2505.0,2417.166750305932
532,165,11625,San Mateo,2020-11-26,47.0,5.0,52.0,708.0,8.0,1.0,28.0,2051.0,1936.0200053220033
533,166,11668,San Mateo,2020-11-27,46.0,6.0,52.0,716.0,9.0,1.0,31.0,2359.0,2338.043859835088
534,167,11711,San Mateo,2020-11-28,50.0,6.0,56.0,720.0,7.0,2.0,35.0,2381.0,2351.312207217705
535,168,11771,San Mateo,2020-11-29,58.0,9.0,67.0,727.0,13.0,1.0,38.0,595.0,550.9034745539652
536,169,11829,San Mateo,2020-11-30,65.0,9.0,74.0,718.0,13.0,2.0,36.0,2968.0,2968.2892420091775
537,170,11912,San Mateo,2020-12-01,72.0,6.0,78.0,744.0,17.0,1.0,40.0,707.0,799.1477562995497
538,171,11944,San Mateo,2020-12-02,70.0,6.0,76.0,735.0,21.0,1.0,43.0,1628.0,1724.2412343180097
539,172,12037,San Mateo,2020-12-04,78.0,11.0,89.0,738.0,19.0,1.0,38.0,602.0,613.1366687424076
540,173,12226,San Mateo,2020-12-07,83.0,12.0,95.0,742.0,20.0,1.0,34.0,1989.0,2075.8826857782997
541,174,12295,San Mateo,2020-12-08,87.0,10.0,97.0,754.0,19.0,1.0,35.0,2035.0,2176.151644844254
542,175,12332,San Mateo,2020-12-09,96.0,14.0,110.0,764.0,24.0,1.0,31.0,688.0,704.0740359303462
543,176,12383,San Mateo,2020-12-10,98.0,14.0,112.0,761.0,22.0,2.0,29.0,2508.0,2545.7084115900916
544,177,12446,San Mateo,2020-12-11,103.0,9.0,112.0,756.0,25.0,1.0,32.0,737.0,812.2787967625945
545,178,12584,San Mateo,2020-12-13,105.0,10.0,115.0,746.0,26.0,1.0,38.0,2466.0,2419.323001635611
546,179,12724,San Mateo,2020-12-16,116.0,13.0,129.0,758.0,31.0,1.0,28.0,2126.0,2008.3741354464992
547,180,12769,San Mateo,2020-12-17,129.0,9.0,138.0,750.0,29.0,1.0,28.0,581.0,569.2282147802307
548,181,12850,San Mateo,2020-12-18,139.0,14.0,153.0,750.0,27.0,3.0,37.0,2132.0,2155.387473847641
549,182,12879,San Mateo,2020-12-19,136.0,11.0,147.0,739.0,26.0,2.0,29.0,684.0,705.0374425377246
550,183,12966,San Mateo,2020-12-20,133.0,8.0,141.0,744.0,30.0,5.0,31.0,2396.0,2376.9637149224764
551,184,12995,San Mateo,2020-12-21,130.0,7.0,137.0,738.0,29.0,2.0,33.0,548.0,486.2694026822883
552,185,13132,San Mateo,2020-12-23,157.0,8.0,165.0,746.0,41.0,1.0,24.0,560.0,564.4136483952732
553,186,13183,San Mateo,2020-12-24,149.0,8.0,157.0,742.0,36.0,1.0,21.0,2433.0,2327.2028713156406
554,187,13251,San Mateo,2020-12-25,142.0,6.0,148.0,729.0,31.0,2.0,26.0,680.0,668.5545231497425
555,188,13279,San Mateo,2020-12-26,146.0,2.0,148.0,723.0,33.0,1.0,28.0,2160.0,2117.3177973631023
556,189,13336,San Mateo,2020-12-27,152.0,8.0,160.0,727.0,34.0,3.0,28.0,577.0,549.9849223687131
557,190,13410,San Mateo,2020-12-28,157.0,8.0,165.0,724.0,36.0,3.0,27.0,587.0,538.1833662911934
558,191,13624,San Mateo,2021-01-01,171.0,6.0,177.0,733.0,40.0,1.0,23.0,1907.0,1831.642415840811
559,192,13685,San Mateo,2021-01-02,170.0,12.0,182.0,746.0,41.0,1.0,23.0,2372.0,2324.855605967265
560,193,13714,San Mateo,2021-01-03,179.0,9.0,188.0,742.0,44.0,2.0,24.0,2393.0,2300.2547516619857
561,194,13900,San Mateo,2021-01-06,180.0,7.0,187.0,776.0,39.0,1.0,12.0,1509.0,1401.89533806854
562,195,14019,San Mateo,2021-01-08,180.0,10.0,190.0,771.0,32.0,1.0,16.0,871.0,923.6414620357632
563,196,14110,San Mateo,2021-01-10,189.0,12.0,201.0,737.0,28.0,1.0,20.0,2647.0,2633.8518253163493
564,197,14216,San Mateo,2021-01-11,195.0,10.0,205.0,767.0,37.0,1.0,21.0,686.0,656.3007242558158
565,198,14219,San Mateo,2021-01-12,194.0,11.0,205.0,755.0,42.0,1.0,18.0,707.0,882.8935692677017
566,199,14652,San Mateo,2021-01-19,192.0,6.0,198.0,746.0,42.0,1.0,16.0,1089.0,1115.9196904156643
567,200,14678,San Mateo,2021-01-20,192.0,11.0,203.0,758.0,38.0,1.0,17.0,2968.0,3053.607221596122
568,201,14734,San Mateo,2021-01-21,175.0,7.0,182.0,743.0,40.0,1.0,10.0,1840.0,1891.305221538102
569,202,14831,San Mateo,2021-01-22,165.0,7.0,172.0,724.0,42.0,1.0,11.0,566.0,508.21708727220675
570,203,14875,San Mateo,2021-01-23,160.0,12.0,172.0,726.0,43.0,1.0,16.0,530.0,479.1953768425683
571,204,14920,San Mateo,2021-01-24,159.0,9.0,168.0,720.0,41.0,1.0,17.0,1056.0,1130.1688737983893
572,205,14948,San Mateo,2021-01-25,147.0,8.0,155.0,715.0,37.0,1.0,16.0,2394.0,2416.2472982070276
573,206,15006,San Mateo,2021-01-26,147.0,13.0,160.0,726.0,33.0,2.0,12.0,2136.0,2073.2540069892298
574,207,15080,San Mateo,2021-01-27,149.0,12.0,161.0,735.0,37.0,2.0,12.0,702.0,642.0570584856353
575,208,15722,San Mateo,2021-02-07,101.0,9.0,110.0,703.0,27.0,1.0,18.0,733.0,717.405655609968
576,209,15750,San Mateo,2021-02-08,96.0,13.0,109.0,714.0,27.0,1.0,17.0,2486.0,2492.790278205032
577,210,15797,San Mateo,2021-02-09,101.0,17.0,118.0,732.0,25.0,3.0,11.0,2160.0,2158.203932595564
578,211,15864,San Mateo,2021-02-10,97.0,13.0,110.0,730.0,24.0,2.0,16.0,2525.0,2484.634413050915
579,212,15898,San Mateo,2021-02-11,93.0,14.0,107.0,723.0,24.0,5.0,21.0,680.0,693.4234855207819
580,213,15955,San Mateo,2021-02-12,88.0,11.0,99.0,726.0,20.0,4.0,16.0,2968.0,2775.4855331030685
581,214,16023,San Mateo,2021-02-13,86.0,12.0,98.0,723.0,22.0,3.0,15.0,2356.0,2432.6262223686936
